toll_date,toll_hour,toll_10_minute_block,minute_of_hour,hour_of_day,day_of_week_int,day_of_week,toll_week,time_period,vehicle_class,detection_group,detection_region,crz_entries,excluded_roadway_entries
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,East 60th St,East 60th St,6,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,FDR Drive at 60th St,FDR Drive,1,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Holland Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Lincoln Tunnel,New Jersey,1,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Queens Midtown Tunnel,Queens,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Queensboro Bridge,Queens,2,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,West 60th St,West 60th St,3,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,West Side Highway at 60th St,West Side Highway,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Brooklyn Bridge,Brooklyn,33,30
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Hugh L. Carey Tunnel,Brooklyn,1,1
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Manhattan Bridge,Brooklyn,41,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Williamsburg Bridge,Brooklyn,83,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,East 60th St,East 60th St,164,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,FDR Drive at 60th St,FDR Drive,65,41
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Holland Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Lincoln Tunnel,New Jersey,28,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Queens Midtown Tunnel,Queens,65,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Queensboro Bridge,Queens,39,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West 60th St,West 60th St,59,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:10:00.000,10,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West Side Highway at 60th St,West Side Highway,34,2
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Brooklyn Bridge,Brooklyn,37,85
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Hugh L. Carey Tunnel,Brooklyn,3,6
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Manhattan Bridge,Brooklyn,20,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Williamsburg Bridge,Brooklyn,41,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",East 60th St,East 60th St,71,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",FDR Drive at 60th St,FDR Drive,71,92
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Holland Tunnel,New Jersey,1,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Lincoln Tunnel,New Jersey,53,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queens Midtown Tunnel,Queens,28,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queensboro Bridge,Queens,44,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West 60th St,West 60th St,34,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West Side Highway at 60th St,West Side Highway,44,5
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Brooklyn Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Manhattan Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Williamsburg Bridge,Brooklyn,2,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,East 60th St,East 60th St,4,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,FDR Drive at 60th St,FDR Drive,1,1
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Holland Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Lincoln Tunnel,New Jersey,10,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queens Midtown Tunnel,Queens,2,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queensboro Bridge,Queens,5,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West 60th St,West 60th St,5,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West Side Highway at 60th St,West Side Highway,2,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Brooklyn Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Manhattan Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Williamsburg Bridge,Brooklyn,2,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,East 60th St,East 60th St,2,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,FDR Drive at 60th St,FDR Drive,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Holland Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Lincoln Tunnel,New Jersey,1,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queens Midtown Tunnel,Queens,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queensboro Bridge,Queens,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West 60th St,West 60th St,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West Side Highway at 60th St,West Side Highway,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Brooklyn Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Hugh L. Carey Tunnel,Brooklyn,1,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Manhattan Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Williamsburg Bridge,Brooklyn,1,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,East 60th St,East 60th St,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,FDR Drive at 60th St,FDR Drive,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Holland Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Lincoln Tunnel,New Jersey,3,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Queens Midtown Tunnel,Queens,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Queensboro Bridge,Queens,3,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,West 60th St,West 60th St,5,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,4 - Buses,West Side Highway at 60th St,West Side Highway,1,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Brooklyn Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Manhattan Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Williamsburg Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,East 60th St,East 60th St,2,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,FDR Drive at 60th St,FDR Drive,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Holland Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Lincoln Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Queens Midtown Tunnel,Queens,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Queensboro Bridge,Queens,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,West 60th St,West 60th St,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,West Side Highway at 60th St,West Side Highway,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Brooklyn Bridge,Brooklyn,43,22
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Hugh L. Carey Tunnel,Brooklyn,1,1
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Manhattan Bridge,Brooklyn,44,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Williamsburg Bridge,Brooklyn,68,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,East 60th St,East 60th St,152,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,FDR Drive at 60th St,FDR Drive,62,26
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Holland Tunnel,New Jersey,2,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Lincoln Tunnel,New Jersey,34,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Queens Midtown Tunnel,Queens,69,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Queensboro Bridge,Queens,50,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West 60th St,West 60th St,72,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:20:00.000,20,0,2,Monday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West Side Highway at 60th St,West Side Highway,35,2
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Brooklyn Bridge,Brooklyn,36,38
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Hugh L. Carey Tunnel,Brooklyn,5,4
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Manhattan Bridge,Brooklyn,23,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Williamsburg Bridge,Brooklyn,47,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",East 60th St,East 60th St,52,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",FDR Drive at 60th St,FDR Drive,45,81
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Holland Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Lincoln Tunnel,New Jersey,57,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queens Midtown Tunnel,Queens,36,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queensboro Bridge,Queens,39,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West 60th St,West 60th St,31,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West Side Highway at 60th St,West Side Highway,35,1
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Brooklyn Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Manhattan Bridge,Brooklyn,1,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Williamsburg Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,East 60th St,East 60th St,6,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,FDR Drive at 60th St,FDR Drive,2,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Holland Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Lincoln Tunnel,New Jersey,5,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queens Midtown Tunnel,Queens,9,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queensboro Bridge,Queens,4,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West 60th St,West 60th St,6,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West Side Highway at 60th St,West Side Highway,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Brooklyn Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Manhattan Bridge,Brooklyn,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Williamsburg Bridge,Brooklyn,2,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,East 60th St,East 60th St,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,FDR Drive at 60th St,FDR Drive,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Holland Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Lincoln Tunnel,New Jersey,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queens Midtown Tunnel,Queens,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queensboro Bridge,Queens,0,0
2025-01-13T00:00:00.000,2025-01-13T00:00:00.000,2025-01-13T00:30:00.000,30,0,2,Monday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West 60th St,West 60th St,1,0
